PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Connecticut,2022,3,X,1.44726,X,X,X,X,X,X,583,76,40283
States,Delaware,2022,3,X,0.974072,X,X,X,X,X,X,68,16,6981
States,District of Columbia,2022,3,X,2.69208,X,X,X,X,X,X,137,4,5089
States,Florida,2022,3,X,3.49356,X,X,X,X,X,X,8141,357,233029
States,Georgia,2022,3,X,3.84408,X,X,X,X,X,X,2638,107,68625
States,Hawaii,2022,3,X,1.71401,X,X,X,X,X,X,35,16,2042
States,Idaho,2022,3,X,4.68549,X,X,X,X,X,X,473,32,10095
States,Illinois,2022,3,X,1.89885,X,X,X,X,X,X,1287,184,67778
States,Indiana,2022,3,X,2.11792,X,X,X,X,X,X,1097,107,51796
States,Iowa,2022,3,X,1.98223,X,X,X,X,X,X,87,13,4389
States,Kansas,2022,3,X,2.59422,X,X,X,X,X,X,413,31,15920
States,Kentucky,2022,3,X,3.33895,X,X,X,X,X,X,1109,79,33214
States,Louisiana,2022,3,X,2.11454,X,X,X,X,X,X,854,91,40387
States,Maine,2022,3,X,1.3551,X,X,X,X,X,X,176,52,12988
States,Maryland,2022,3,X,2.22926,X,X,X,X,X,X,169,27,7581
States,Massachusetts,2022,3,X,1.2028,X,X,X,X,X,X,717,93,59611
States,Michigan,2022,3,X,1.19563,X,X,X,X,X,X,823,155,68834
States,Minnesota,2022,3,X,2.05576,X,X,X,X,X,X,730,75,35510
States,Mississippi,2022,3,X,5.0536,X,X,X,X,X,X,693,33,13713
States,Missouri,2022,3,X,4.14506,X,X,X,X,X,X,1151,49,27768
States,Montana,2022,3,X,2.9517,X,X,X,X,X,X,198,30,6708
States,Nebraska,2022,3,X,3.14018,X,X,X,X,X,X,433,74,13789
States,Nevada,2022,3,X,3.04405,X,X,X,X,X,X,349,24,11465
States,New Hampshire,2022,3,X,0.659522,X,X,X,X,X,X,8,7,1213
States,New Jersey,2022,3,X,2.51613,X,X,X,X,X,X,589,36,23409
States,New Mexico,2022,3,X,6.04454,X,X,X,X,X,X,1311,41,21689
States,New York,2022,3,X,1.85408,X,X,X,X,X,X,847,122,45683
States,North Carolina,2022,3,X,2.35444,X,X,X,X,X,X,1964,141,83417
States,North Dakota,2022,3,X,4.9664,X,X,X,X,X,X,170,9,3423
States,Ohio,2022,3,X,2.95781,X,X,X,X,X,X,1198,86,40503
States,Oklahoma,2022,3,X,4.36976,X,X,X,X,X,X,433,20,9909
States,Oregon,2022,3,X,2.43859,X,X,X,X,X,X,956,89,39203
States,Pennsylvania,2022,3,X,1.448,X,X,X,X,X,X,823,98,56837
States,Rhode Island,2022,3,X,1.12485,X,X,X,X,X,X,111,25,9868
States,South Carolina,2022,3,X,3.12755,X,X,X,X,X,X,995,41,31814
States,South Dakota,2022,3,X,1.46712,X,X,X,X,X,X,137,31,9338
States,Tennessee,2022,3,X,3.30829,X,X,X,X,X,X,1079,109,32615
States,Texas,2022,3,X,4.86134,X,X,X,X,X,X,2491,73,51241
States,Utah,2022,3,X,2.81532,X,X,X,X,X,X,477,47,16943
States,Vermont,2022,3,X,0.720721,X,X,X,X,X,X,32,14,4440
States,Virginia,2022,3,X,3.86644,X,X,X,X,X,X,3533,164,91376
States,Washington,2022,3,X,2.54907,X,X,X,X,X,X,800,70,31384
States,West Virginia,2022,3,X,1.48206,X,X,X,X,X,X,171,42,11538
States,Wisconsin,2022,3,X,1.22768,X,X,X,X,X,X,209,34,17024
States,Wyoming,2022,3,X,5.06148,X,X,X,X,X,X,177,12,3497
States,Commonwealth of the Northern Mariana Islands,2022,3,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,3,X,7.45589,X,X,X,X,X,X,131,6,1757
States,Virgin Islands,2022,3,X,1.2939,X,X,X,X,X,X,7,2,541
States,New York City,2022,3,X,1.46659,X,X,X,X,X,X,982,28,66958
States,Alabama,2022,4,X,2.50952,X,X,X,X,X,X,1213,107,48336
States,Alaska,2022,4,X,1.97678,X,X,X,X,X,X,63,11,3187
States,Arizona,2022,4,X,2.15931,X,X,X,X,X,X,225,29,10420
States,Arkansas,2022,4,X,1.73751,X,X,X,X,X,X,289,56,16633
States,California,2022,4,X,1.71391,X,X,X,X,X,X,1958,158,114242
States,Colorado,2022,4,X,1.53293,X,X,X,X,X,X,622,82,40576
States,Connecticut,2022,4,X,0.996826,X,X,X,X,X,X,358,72,35914
States,Delaware,2022,4,X,0.673401,X,X,X,X,X,X,62,19,9207
States,District of Columbia,2022,4,X,2.43665,X,X,X,X,X,X,75,1,3078
States,Florida,2022,4,X,2.70909,X,X,X,X,X,X,5919,357,218487
States,Georgia,2022,4,X,2.71083,X,X,X,X,X,X,1884,104,69499
States,Hawaii,2022,4,X,1.79876,X,X,X,X,X,X,32,15,1779
States,Idaho,2022,4,X,2.26281,X,X,X,X,X,X,223,34,9855
States,Illinois,2022,4,X,1.47367,X,X,X,X,X,X,950,184,64465
States,Indiana,2022,4,X,1.48606,X,X,X,X,X,X,705,108,47441
States,Iowa,2022,4,X,2.3683,X,X,X,X,X,X,107,14,4518
States,Kansas,2022,4,X,2.00562,X,X,X,X,X,X,321,32,16005
States,Kentucky,2022,4,X,2.643,X,X,X,X,X,X,865,77,32728
States,Louisiana,2022,4,X,1.50911,X,X,X,X,X,X,575,91,38102
States,Maine,2022,4,X,0.933535,X,X,X,X,X,X,117,52,12533
States,Maryland,2022,4,X,1.24782,X,X,X,X,X,X,100,28,8014
States,Massachusetts,2022,4,X,0.833849,X,X,X,X,X,X,472,92,56605
States,Michigan,2022,4,X,0.970693,X,X,X,X,X,X,625,155,64387
States,Minnesota,2022,4,X,1.67997,X,X,X,X,X,X,587,74,34941
States,Mississippi,2022,4,X,4.49612,X,X,X,X,X,X,609,32,13545
States,Missouri,2022,4,X,2.94841,X,X,X,X,X,X,779,49,26421
States,Montana,2022,4,X,1.7562,X,X,X,X,X,X,119,30,6776
States,Nebraska,2022,4,X,2.047,X,X,X,X,X,X,277,74,13532
States,Nevada,2022,4,X,2.28944,X,X,X,X,X,X,246,24,10745
States,New Hampshire,2022,4,X,0.503597,X,X,X,X,X,X,7,10,1390
States,New Jersey,2022,4,X,2.14933,X,X,X,X,X,X,460,34,21402
States,New Mexico,2022,4,X,4.76023,X,X,X,X,X,X,947,40,19894
States,New York,2022,4,X,1.46417,X,X,X,X,X,X,621,124,42413
States,North Carolina,2022,4,X,1.46495,X,X,X,X,X,X,1283,142,87580
States,North Dakota,2022,4,X,3.92328,X,X,X,X,X,X,90,9,2294
States,Ohio,2022,4,X,2.35955,X,X,X,X,X,X,937,86,39711
States,Oklahoma,2022,4,X,3.29064,X,X,X,X,X,X,298,19,9056
States,Oregon,2022,4,X,1.62922,X,X,X,X,X,X,591,79,36275
States,Pennsylvania,2022,4,X,1.09395,X,X,X,X,X,X,612,98,55944
States,Rhode Island,2022,4,X,0.867331,X,X,X,X,X,X,81,26,9339
States,South Carolina,2022,4,X,1.93492,X,X,X,X,X,X,638,41,32973
States,South Dakota,2022,4,X,1.11356,X,X,X,X,X,X,96,31,8621
States,Tennessee,2022,4,X,2.48079,X,X,X,X,X,X,833,109,33578
States,Texas,2022,4,X,3.24956,X,X,X,X,X,X,1611,71,49576
States,Utah,2022,4,X,2.12123,X,X,X,X,X,X,358,47,16877
States,Vermont,2022,4,X,0.841424,X,X,X,X,X,X,39,14,4635
States,Virginia,2022,4,X,2.47125,X,X,X,X,X,X,2209,164,89388
States,Washington,2022,4,X,2.04784,X,X,X,X,X,X,690,70,33694
States,West Virginia,2022,4,X,1.42096,X,X,X,X,X,X,208,40,14638
States,Wisconsin,2022,4,X,0.843526,X,X,X,X,X,X,140,34,16597
States,Wyoming,2022,4,X,5.07678,X,X,X,X,X,X,162,12,3191
States,Commonwealth of the Northern Mariana Islands,2022,4,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,4,X,5.36468,X,X,X,X,X,X,89,6,1659
States,Virgin Islands,2022,4,X,0.615385,X,X,X,X,X,X,6,3,975
States,New York City,2022,4,X,1.20774,X,X,X,X,X,X,781,29,64666
States,Alabama,2022,5,X,2.00159,X,X,X,X,X,X,756,100,37770
States,Alaska,2022,5,X,1.51907,X,X,X,X,X,X,47,12,3094
States,Arizona,2022,5,X,1.79547,X,X,X,X,X,X,184,28,10248
States,Arkansas,2022,5,X,1.5673,X,X,X,X,X,X,204,54,13016
States,California,2022,5,X,1.37029,X,X,X,X,X,X,1503,159,109685
States,Colorado,2022,5,X,1.32377,X,X,X,X,X,X,500,82,37771
States,Connecticut,2022,5,X,0.819448,X,X,X,X,X,X,300,72,36610
States,Delaware,2022,5,X,0.377992,X,X,X,X,X,X,36,19,9524
States,District of Columbia,2022,5,X,1.53417,X,X,X,X,X,X,44,1,2868
States,Florida,2022,5,X,2.34413,X,X,X,X,X,X,5104,355,217735
States,Georgia,2022,5,X,2.17281,X,X,X,X,X,X,1496,106,68851
States,Hawaii,2022,5,X,0.94392,X,X,X,X,X,X,17,15,1801
States,Idaho,2022,5,X,1.5444,X,X,X,X,X,X,144,34,9324
States,Illinois,2022,5,X,1.10343,X,X,X,X,X,X,635,177,57548
States,Indiana,2022,5,X,1.17726,X,X,X,X,X,X,494,106,41962
States,Iowa,2022,5,X,3.26855,X,X,X,X,X,X,111,12,3396
States,Kansas,2022,5,X,1.83996,X,X,X,X,X,X,235,29,12772
States,Kentucky,2022,5,X,1.95888,X,X,X,X,X,X,566,75,28894
States,Louisiana,2022,5,X,1.29536,X,X,X,X,X,X,473,91,36515
States,Maine,2022,5,X,0.885945,X,X,X,X,X,X,103,51,11626
States,Maryland,2022,5,X,1.74375,X,X,X,X,X,X,141,30,8086
States,Massachusetts,2022,5,X,0.741368,X,X,X,X,X,X,420,91,56652
States,Michigan,2022,5,X,0.889291,X,X,X,X,X,X,541,151,60835
States,Minnesota,2022,5,X,1.31311,X,X,X,X,X,X,439,73,33432
States,Mississippi,2022,5,X,3.63283,X,X,X,X,X,X,355,29,9772
States,Missouri,2022,5,X,2.20962,X,X,X,X,X,X,487,49,22040
States,Montana,2022,5,X,1.41162,X,X,X,X,X,X,94,30,6659
States,Nebraska,2022,5,X,2.18813,X,X,X,X,X,X,281,74,12842
States,Nevada,2022,5,X,1.95511,X,X,X,X,X,X,196,23,10025
States,New Hampshire,2022,5,X,0.17762,X,X,X,X,X,X,1,7,563
States,New Jersey,2022,5,X,1.75439,X,X,X,X,X,X,414,35,23598
States,New Mexico,2022,5,X,3.01328,X,X,X,X,X,X,547,40,18153
States,New York,2022,5,X,1.21541,X,X,X,X,X,X,477,119,39246
States,North Carolina,2022,5,X,1.19115,X,X,X,X,X,X,969,137,81350
States,North Dakota,2022,5,X,1.9595,X,X,X,X,X,X,60,9,3062
States,Ohio,2022,5,X,1.8596,X,X,X,X,X,X,591,74,31781
States,Oklahoma,2022,5,X,2.70625,X,X,X,X,X,X,206,20,7612
States,Oregon,2022,5,X,1.27571,X,X,X,X,X,X,464,88,36372
States,Pennsylvania,2022,5,X,0.874695,X,X,X,X,X,X,473,97,54076
States,Rhode Island,2022,5,X,0.506222,X,X,X,X,X,X,48,24,9482
States,South Carolina,2022,5,X,1.47093,X,X,X,X,X,X,449,37,30525
States,South Dakota,2022,5,X,0.987714,X,X,X,X,X,X,82,31,8302
States,Tennessee,2022,5,X,1.89237,X,X,X,X,X,X,595,108,31442
States,Texas,2022,5,X,2.55138,X,X,X,X,X,X,1023,69,40096
States,Utah,2022,5,X,1.79448,X,X,X,X,X,X,296,46,16495
States,Vermont,2022,5,X,0.765306,X,X,X,X,X,X,27,12,3528
States,Virginia,2022,5,X,1.66671,X,X,X,X,X,X,1406,166,84358
States,Washington,2022,5,X,1.25849,X,X,X,X,X,X,402,70,31943
States,West Virginia,2022,5,X,1.34458,X,X,X,X,X,X,153,38,11379
States,Wisconsin,2022,5,X,0.745393,X,X,X,X,X,X,127,34,17038
States,Wyoming,2022,5,X,2.31214,X,X,X,X,X,X,56,9,2422
States,Commonwealth of the Northern Mariana Islands,2022,5,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,5,X,7.96646,X,X,X,X,X,X,76,5,954
States,Virgin Islands,2022,5,X,0.511247,X,X,X,X,X,X,5,3,978
States,New York City,2022,5,X,0.898775,X,X,X,X,X,X,579,28,64421
States,Alabama,2022,6,X,1.32114,X,X,X,X,X,X,686,108,51925
States,Alaska,2022,6,X,1.63424,X,X,X,X,X,X,42,12,2570
States,Arizona,2022,6,X,1.69639,X,X,X,X,X,X,175,29,10316
States,Arkansas,2022,6,X,1.25929,X,X,X,X,X,X,200,55,15882
States,California,2022,6,X,1.13434,X,X,X,X,X,X,1292,156,113899
States,Colorado,2022,6,X,1.12951,X,X,X,X,X,X,459,82,40637
States,Connecticut,2022,6,X,0.704096,X,X,X,X,X,X,269,71,38205
States,Delaware,2022,6,X,0.613346,X,X,X,X,X,X,50,16,8152
States,District of Columbia,2022,6,X,1.99673,X,X,X,X,X,X,61,1,3055
States,Florida,2022,6,X,2.03858,X,X,X,X,X,X,4457,357,218633
States,Georgia,2022,6,X,1.90126,X,X,X,X,X,X,1329,105,69901
States,Hawaii,2022,6,X,0.605327,X,X,X,X,X,X,10,14,1652
States,Idaho,2022,6,X,1.81548,X,X,X,X,X,X,159,32,8758
States,Illinois,2022,6,X,0.974622,X,X,X,X,X,X,674,184,69155
States,Indiana,2022,6,X,0.893293,X,X,X,X,X,X,421,107,47129
States,Iowa,2022,6,X,2.44655,X,X,X,X,X,X,119,17,4864
States,Kansas,2022,6,X,1.97236,X,X,X,X,X,X,167,18,8467
States,Kentucky,2022,6,X,1.47176,X,X,X,X,X,X,482,78,32750
States,Louisiana,2022,6,X,1.10838,X,X,X,X,X,X,402,91,36269
States,Maine,2022,6,X,0.819734,X,X,X,X,X,X,109,52,13297
States,Maryland,2022,6,X,1.10321,X,X,X,X,X,X,90,29,8158
States,Massachusetts,2022,6,X,0.528629,X,X,X,X,X,X,332,92,62804
States,Michigan,2022,6,X,0.72711,X,X,X,X,X,X,505,155,69453
States,Minnesota,2022,6,X,1.28705,X,X,X,X,X,X,436,74,33876
States,Mississippi,2022,6,X,2.53823,X,X,X,X,X,X,327,33,12883
States,Missouri,2022,6,X,1.35238,X,X,X,X,X,X,337,49,24919
States,Montana,2022,6,X,1.28399,X,X,X,X,X,X,85,30,6620
States,Nebraska,2022,6,X,1.99909,X,X,X,X,X,X,265,74,13256
States,Nevada,2022,6,X,1.7004,X,X,X,X,X,X,163,23,9586
States,New Hampshire,2022,6,X,0.15083,X,X,X,X,X,X,2,10,1326
States,New Jersey,2022,6,X,1.8271,X,X,X,X,X,X,421,34,23042
States,New Mexico,2022,6,X,2.32807,X,X,X,X,X,X,414,38,17783
States,New York,2022,6,X,1.20981,X,X,X,X,X,X,561,125,46371
States,North Carolina,2022,6,X,0.858706,X,X,X,X,X,X,711,140,82799
States,North Dakota,2022,6,X,2.9971,X,X,X,X,X,X,93,9,3103
States,Ohio,2022,6,X,1.54696,X,X,X,X,X,X,641,85,41436
States,Oklahoma,2022,6,X,2.45343,X,X,X,X,X,X,216,20,8804
States,Oregon,2022,6,X,1.31615,X,X,X,X,X,X,476,88,36166
States,Pennsylvania,2022,6,X,0.806927,X,X,X,X,X,X,493,99,61096
States,Rhode Island,2022,6,X,0.46353,X,X,X,X,X,X,53,28,11434
States,South Carolina,2022,6,X,1.33972,X,X,X,X,X,X,414,40,30902
States,South Dakota,2022,6,X,0.933034,X,X,X,X,X,X,79,31,8467
States,Tennessee,2022,6,X,1.46289,X,X,X,X,X,X,475,109,32470
States,Texas,2022,6,X,2.21323,X,X,X,X,X,X,1001,74,45228
States,Utah,2022,6,X,1.79415,X,X,X,X,X,X,300,47,16721
States,Vermont,2022,6,X,0.534474,X,X,X,X,X,X,30,14,5613
States,Virginia,2022,6,X,1.38589,X,X,X,X,X,X,1186,167,85577
States,Washington,2022,6,X,1.20096,X,X,X,X,X,X,386,70,32141
States,West Virginia,2022,6,X,1.34206,X,X,X,X,X,X,164,37,12220
States,Wisconsin,2022,6,X,0.74847,X,X,X,X,X,X,137,34,18304
States,Wyoming,2022,6,X,2.7027,X,X,X,X,X,X,79,13,2923
States,Commonwealth of the Northern Mariana Islands,2022,6,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,6,X,4.28397,X,X,X,X,X,X,70,6,1634
States,Virgin Islands,2022,6,X,1.07317,X,X,X,X,X,X,11,3,1025
States,New York City,2022,6,X,0.933491,X,X,X,X,X,X,657,29,70381
States,Alabama,2022,7,X,1.57621,X,X,X,X,X,X,706,109,44791
States,Alaska,2022,7,X,0.973236,X,X,X,X,X,X,32,12,3288
States,Arizona,2022,7,X,1.6502,X,X,X,X,X,X,177,29,10726
States,Arkansas,2022,7,X,1.71817,X,X,X,X,X,X,268,56,15598
States,California,2022,7,X,0.995538,X,X,X,X,X,X,1109,153,111397
States,Colorado,2022,7,X,1.32537,X,X,X,X,X,X,539,83,40668
States,Connecticut,2022,7,X,0.692697,X,X,X,X,X,X,256,72,36957
States,Delaware,2022,7,X,0.470163,X,X,X,X,X,X,39,16,8295
States,District of Columbia,2022,7,X,2.6959,X,X,X,X,X,X,75,1,2782
States,Florida,2022,7,X,2.02099,X,X,X,X,X,X,4455,358,220437
States,Georgia,2022,7,X,1.91797,X,X,X,X,X,X,1364,106,71117
States,Hawaii,2022,7,X,0.634737,X,X,X,X,X,X,11,15,1733
States,Idaho,2022,7,X,2.27301,X,X,X,X,X,X,184,33,8095
States,Illinois,2022,7,X,1.1418,X,X,X,X,X,X,768,184,67262
States,Indiana,2022,7,X,1.14844,X,X,X,X,X,X,525,107,45714
States,Iowa,2022,7,X,1.75514,X,X,X,X,X,X,82,16,4672
States,Kansas,2022,7,X,1.59175,X,X,X,X,X,X,142,20,8921
States,Kentucky,2022,7,X,1.36205,X,X,X,X,X,X,413,79,30322
States,Louisiana,2022,7,X,1.31934,X,X,X,X,X,X,503,91,38125
States,Maine,2022,7,X,0.602546,X,X,X,X,X,X,80,52,13277
States,Maryland,2022,7,X,0.888402,X,X,X,X,X,X,73,29,8217
States,Massachusetts,2022,7,X,0.501902,X,X,X,X,X,X,310,92,61765
States,Michigan,2022,7,X,0.683501,X,X,X,X,X,X,455,154,66569
States,Minnesota,2022,7,X,1.20556,X,X,X,X,X,X,414,73,34341
States,Mississippi,2022,7,X,3.02039,X,X,X,X,X,X,360,33,11919
States,Missouri,2022,7,X,1.24093,X,X,X,X,X,X,289,49,23289
States,Montana,2022,7,X,1.04841,X,X,X,X,X,X,68,30,6486
States,Nebraska,2022,7,X,2.23731,X,X,X,X,X,X,290,74,12962
States,Nevada,2022,7,X,1.93097,X,X,X,X,X,X,193,22,9995
States,New Hampshire,2022,7,X,0.228311,X,X,X,X,X,X,3,10,1314
States,New Jersey,2022,7,X,1.95844,X,X,X,X,X,X,492,34,25122
States,New Mexico,2022,7,X,2.16063,X,X,X,X,X,X,251,38,11617
States,New York,2022,7,X,1.21738,X,X,X,X,X,X,564,124,46329
States,North Carolina,2022,7,X,0.858312,X,X,X,X,X,X,711,139,82837
States,North Dakota,2022,7,X,2.04424,X,X,X,X,X,X,61,9,2984
States,Ohio,2022,7,X,1.74817,X,X,X,X,X,X,706,84,40385
States,Oklahoma,2022,7,X,2.87376,X,X,X,X,X,X,247,20,8595
States,Oregon,2022,7,X,0.869444,X,X,X,X,X,X,312,88,35885
States,Pennsylvania,2022,7,X,0.82195,X,X,X,X,X,X,491,99,59736
States,Rhode Island,2022,7,X,0.686073,X,X,X,X,X,X,70,24,10203
States,South Carolina,2022,7,X,1.48978,X,X,X,X,X,X,467,41,31347
States,South Dakota,2022,7,X,0.999625,X,X,X,X,X,X,80,31,8003
States,Tennessee,2022,7,X,1.49098,X,X,X,X,X,X,485,109,32529
States,Texas,2022,7,X,2.50793,X,X,X,X,X,X,1217,73,48526
States,Utah,2022,7,X,2.05347,X,X,X,X,X,X,351,47,17093
States,Vermont,2022,7,X,0.408816,X,X,X,X,X,X,23,14,5626
States,Virginia,2022,7,X,1.359,X,X,X,X,X,X,1162,167,85504
States,Washington,2022,7,X,1.05451,X,X,X,X,X,X,342,70,32432
States,West Virginia,2022,7,X,1.38614,X,X,X,X,X,X,147,40,10605
States,Wisconsin,2022,7,X,0.849827,X,X,X,X,X,X,155,34,18239
States,Wyoming,2022,7,X,2.4293,X,X,X,X,X,X,67,12,2758
States,Commonwealth of the Northern Mariana Islands,2022,7,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,7,X,6.20783,X,X,X,X,X,X,92,6,1482
States,Virgin Islands,2022,7,X,1.12994,X,X,X,X,X,X,6,2,531
States,New York City,2022,7,X,1.03285,X,X,X,X,X,X,721,27,69807
States,Alabama,2022,8,X,1.43003,X,X,X,X,X,X,646,108,45174
States,Alaska,2022,8,X,1.14878,X,X,X,X,X,X,41,13,3569
States,Arizona,2022,8,X,1.79329,X,X,X,X,X,X,169,29,9424
States,Arkansas,2022,8,X,2.4296,X,X,X,X,X,X,346,57,14241
States,California,2022,8,X,0.9576,X,X,X,X,X,X,1038,155,108396
States,Colorado,2022,8,X,1.47695,X,X,X,X,X,X,580,82,39270
States,Connecticut,2022,8,X,0.848218,X,X,X,X,X,X,312,72,36783
States,Delaware,2022,8,X,0.428725,X,X,X,X,X,X,36,16,8397
States,District of Columbia,2022,8,X,X,X,X,X,X,X,X,0,1,0
States,Florida,2022,8,X,2.01898,X,X,X,X,X,X,4545,359,225114
States,Georgia,2022,8,X,1.67499,X,X,X,X,X,X,1198,105,71523
States,Hawaii,2022,8,X,0.497238,X,X,X,X,X,X,9,15,1810
States,Idaho,2022,8,X,2.01867,X,X,X,X,X,X,173,33,8570
States,Illinois,2022,8,X,1.36852,X,X,X,X,X,X,918,185,67080
States,Indiana,2022,8,X,1.03323,X,X,X,X,X,X,490,106,47424
States,Iowa,2022,8,X,2.07332,X,X,X,X,X,X,82,15,3955
States,Kansas,2022,8,X,1.88032,X,X,X,X,X,X,170,20,9041
States,Kentucky,2022,8,X,1.43364,X,X,X,X,X,X,453,78,31598
States,Louisiana,2022,8,X,1.17153,X,X,X,X,X,X,449,91,38326
States,Maine,2022,8,X,0.646552,X,X,X,X,X,X,81,52,12528
States,Maryland,2022,8,X,0.931604,X,X,X,X,X,X,79,28,8480
States,Massachusetts,2022,8,X,0.633875,X,X,X,X,X,X,354,93,55847
States,Michigan,2022,8,X,0.686845,X,X,X,X,X,X,477,154,69448
States,Minnesota,2022,8,X,1.22571,X,X,X,X,X,X,386,73,31492
States,Mississippi,2022,8,X,2.81301,X,X,X,X,X,X,275,29,9776
States,Missouri,2022,8,X,1.34081,X,X,X,X,X,X,306,49,22822
States,Montana,2022,8,X,1.18901,X,X,X,X,X,X,77,31,6476
States,Nebraska,2022,8,X,2.11235,X,X,X,X,X,X,270,74,12782
States,Nevada,2022,8,X,1.7755,X,X,X,X,X,X,180,23,10138
States,New Hampshire,2022,8,X,0.168067,X,X,X,X,X,X,2,10,1190
States,New Jersey,2022,8,X,1.99872,X,X,X,X,X,X,499,33,24966
States,New Mexico,2022,8,X,2.06607,X,X,X,X,X,X,399,40,19312
States,New York,2022,8,X,1.34508,X,X,X,X,X,X,432,123,32117
States,North Carolina,2022,8,X,0.844878,X,X,X,X,X,X,716,140,84746
States,North Dakota,2022,8,X,1.98793,X,X,X,X,X,X,56,9,2817
States,Ohio,2022,8,X,1.6602,X,X,X,X,X,X,432,84,26021
States,Oklahoma,2022,8,X,1.85401,X,X,X,X,X,X,223,14,12028
States,Oregon,2022,8,X,0.764673,X,X,X,X,X,X,271,88,35440
States,Pennsylvania,2022,8,X,0.775891,X,X,X,X,X,X,466,99,60060
States,Rhode Island,2022,8,X,0.538983,X,X,X,X,X,X,58,26,10761
States,South Carolina,2022,8,X,1.54998,X,X,X,X,X,X,474,41,30581
States,South Dakota,2022,8,X,0.885452,X,X,X,X,X,X,79,31,8922
States,Tennessee,2022,8,X,1.6734,X,X,X,X,X,X,526,108,31433
States,Texas,2022,8,X,2.50313,X,X,X,X,X,X,1199,74,47900
States,Utah,2022,8,X,2.64091,X,X,X,X,X,X,432,47,16358
States,Vermont,2022,8,X,0.480171,X,X,X,X,X,X,27,14,5623
States,Virginia,2022,8,X,1.32847,X,X,X,X,X,X,1172,167,88222
States,Washington,2022,8,X,0.910845,X,X,X,X,X,X,288,70,31619
States,West Virginia,2022,8,X,1.08568,X,X,X,X,X,X,139,42,12803
States,Wisconsin,2022,8,X,0.848374,X,X,X,X,X,X,157,34,18506
States,Wyoming,2022,8,X,1.28164,X,X,X,X,X,X,40,13,3121
States,Commonwealth of the Northern Mariana Islands,2022,8,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2022,8,X,3.98063,X,X,X,X,X,X,74,6,1859
States,Virgin Islands,2022,8,X,0.249792,X,X,X,X,X,X,3,3,1201
States,New York City,2022,8,X,1.11563,X,X,X,X,X,X,749,25,67137
States,Alabama,2022,9,X,1.40172,X,X,X,X,X,X,610,107,43518
States,Alaska,2022,9,X,1.07958,X,X,X,X,X,X,35,12,3242
States,Arizona,2022,9,X,1.26496,X,X,X,X,X,X,130,28,10277
States,Arkansas,2022,9,X,2.03951,X,X,X,X,X,X,318,56,15592
States,California,2022,9,X,1.07287,X,X,X,X,X,X,1260,158,117442
States,Colorado,2022,9,X,1.8541,X,X,X,X,X,X,811,82,43741
States,Connecticut,2022,9,X,0.771601,X,X,X,X,X,X,303,72,39269
States,Delaware,2022,9,X,0.60241,X,X,X,X,X,X,58,19,9628
States,District of Columbia,2022,9,X,3.19346,X,X,X,X,X,X,86,1,2693
States,Florida,2022,9,X,1.91805,X,X,X,X,X,X,4276,358,222935
States,Georgia,2022,9,X,1.51664,X,X,X,X,X,X,1093,105,72067
States,Hawaii,2022,9,X,0.620567,X,X,X,X,X,X,14,17,2256
States,Idaho,2022,9,X,2.6421,X,X,X,X,X,X,238,31,9008
States,Illinois,2022,9,X,1.41645,X,X,X,X,X,X,1033,184,72929
States,Indiana,2022,9,X,1.19978,X,X,X,X,X,X,591,108,49259
States,Iowa,2022,9,X,2.21559,X,X,X,X,X,X,104,16,4694
States,Kansas,2022,9,X,2.33702,X,X,X,X,X,X,228,19,9756
States,Kentucky,2022,9,X,1.33065,X,X,X,X,X,X,436,80,32766
States,Louisiana,2022,9,X,1.39605,X,X,X,X,X,X,528,91,37821
States,Maine,2022,9,X,0.641613,X,X,X,X,X,X,84,52,13092
States,Maryland,2022,9,X,1.10933,X,X,X,X,X,X,97,29,8744
States,Massachusetts,2022,9,X,0.626887,X,X,X,X,X,X,409,93,65243
States,Michigan,2022,9,X,0.816047,X,X,X,X,X,X,572,154,70094
States,Minnesota,2022,9,X,1.28692,X,X,X,X,X,X,454,73,35278
States,Mississippi,2022,9,X,2.80691,X,X,X,X,X,X,273,28,9726
States,Missouri,2022,9,X,1.32644,X,X,X,X,X,X,331,49,24954
States,Montana,2022,9,X,1.0989,X,X,X,X,X,X,71,30,6461
States,Nebraska,2022,9,X,2.48264,X,X,X,X,X,X,329,73,13252
States,Nevada,2022,9,X,1.58131,X,X,X,X,X,X,155,23,9802
States,New Hampshire,2022,9,X,0.244101,X,X,X,X,X,X,3,10,1229
States,New Jersey,2022,9,X,1.99391,X,X,X,X,X,X,517,34,25929
States,New Mexico,2022,9,X,2.27501,X,X,X,X,X,X,475,42,20879
